,index,Longitude,Latitude,geometry,Severity,Number Of Casualties,Day,Road Type,Speed Limit,Junction Detail,Junction Control,Pedestrian Crossing,Light Condition Band,Weather,Road Surface,Special Conditions,Carriage Way Hazard,Year,Month,Hour,index_right,dis
172,173,-0.139629,51.555521,POINT (529071.8029070924 185710.4098248587),3 slight,1,Sunday,6 single cwy,1 <= 20 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2018,4,18,1467.0,18.479879926953583
174,175,-0.138278,51.525014,POINT (529251.7922892828 182320.28846808),3 slight,1,Wednesday,6 single cwy,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,4,16,833.0,12.51869778621849
180,181,-0.141036,51.552845,POINT (528981.8300017159 185410.3468687946),3 slight,1,Thursday,9 unknown,2 30 mph,3 t/stag jun,9 unknown (s/r),9 unknown (s/r),2 dark,9 unknown,9 unknown (s/r),9 unknown (s/r),9 unknown (s/r),2016,10,20,538.0,14.992102695891155
184,185,-0.142266,51.540365,POINT (528931.8047118864 184020.3507771528),3 slight,1,Wednesday,2 one-way st,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,8,14,606.0,8.435887192837447
186,187,-0.119846,51.526977,POINT (530524.782387841 182571.274297405),3 slight,1,Friday,2 one-way st,2 30 mph,3 t/stag jun,2 auto sig,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,5,2,216.0,1.1080274595172033
187,188,-0.16164,51.55344,POINT (527551.767501538 185440.411520587),2 serious,1,Thursday,2 one-way st,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,1 zebra,2 dark,1 fine,1 road-dry,0 none,0 none,2016,1,16,1058.0,18.066705441552493
188,189,-0.143282,51.558267,POINT (528810.8169346591 186009.3424901413),2 serious,1,Saturday,6 single cwy,2 30 mph,6 crossroads,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,6,19,1383.0,1.848932408856264
191,192,-0.130858,51.527369,POINT (529759.8166372309 182595.2955896335),3 slight,2,Wednesday,3 dual cwy,2 30 mph,6 crossroads,2 auto sig,4 pelican or similar,1 daylight,1 fine,2 road-wet,0 none,0 none,2019,10,8,817.0,2.3938521882505674
194,195,-0.179084,51.560906,POINT (526321.7816796766 186240.4176685072),3 slight,1,Sunday,6 single cwy,2 30 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,6,13,1332.0,14.350098946394505
196,198,-0.164782,51.554208,POINT (527331.8038253458 185520.3467815266),3 slight,1,Tuesday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,1 zebra,1 daylight,2 raining,2 road-wet,0 none,0 none,2017,11,17,1505.0,1.6193863266673783
197,199,-0.174596,51.557688,POINT (526641.7957641487 185890.3148613491),3 slight,2,Thursday,6 single cwy,2 30 mph,6 crossroads,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,2 road-wet,0 none,0 none,2016,6,9,1413.0,10.365257224670556
198,200,-0.141729,51.546471,POINT (528951.7943318142 184700.309599772),3 slight,1,Wednesday,6 single cwy,2 30 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,2 dark,1 fine,1 road-dry,0 none,0 none,2017,8,17,593.0,6.054433949577695
201,203,-0.126597,51.518084,POINT (530081.8154688275 181570.3285820707),3 slight,1,Saturday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,5,16,760.0,13.650628017278205
202,204,-0.1161,51.52448,POINT (530791.7743741176 182300.2826338833),3 slight,1,Friday,3 dual cwy,1 <= 20 mph,0 no jun in 20m,-2 not applicable,9 unknown (s/r),1 daylight,9 unknown,1 road-dry,9 unknown (s/r),9 unknown (s/r),2017,6,6,111.0,16.636218186856546
205,207,-0.141039,51.549248,POINT (528991.7880058648 185010.339524912),2 serious,1,Saturday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,8 other,1 road-dry,0 none,0 none,2016,7,1,584.0,8.627896256447642
207,209,-0.138271,51.525194,POINT (529251.7685732683 182340.3175196101),3 slight,1,Wednesday,6 single cwy,2 30 mph,7 multi jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,7,20,833.0,13.049544992301096
211,213,-0.166716,51.543079,POINT (527228.7479515555 184279.3876860511),3 slight,1,Friday,3 dual cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,5 pedn phase at ats,2 dark,1 fine,1 road-dry,0 none,0 none,2019,5,22,1100.0,15.673984618404585
212,214,-0.145818,51.54168,POINT (528681.7839990329 184160.3353770686),3 slight,1,Thursday,2 one-way st,1 <= 20 mph,9 other jun,2 auto sig,4 pelican or similar,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,9,15,685.0,11.845404666724402
213,215,-0.153161,51.54908,POINT (528151.8201820073 184970.367776258),3 slight,1,Sunday,6 single cwy,2 30 mph,2 mini,4 give way/uncontrolled,1 zebra,1 daylight,1 fine,2 road-wet,0 none,0 none,2016,6,16,919.0,12.636817503255346
214,216,-0.193129,51.542526,POINT (525398.751797154 184172.3231777661),3 slight,1,Saturday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,11,16,1743.0,5.289303463132861
215,217,-0.180884,51.548344,POINT (526231.7594590825 184840.3559225264),2 serious,1,Wednesday,3 dual cwy,2 30 mph,3 t/stag jun,2 auto sig,4 pelican or similar,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,12,13,1655.0,3.507091447217398
219,221,-0.125098,51.523006,POINT (530171.7904212701 182120.3362442394),3 slight,1,Tuesday,6 single cwy,1 <= 20 mph,6 crossroads,4 give way/uncontrolled,1 zebra,2 dark,1 fine,1 road-dry,0 none,0 none,2016,11,18,278.0,9.863671748494605
222,224,-0.189715,51.535153,POINT (525655.7750742758 183358.2626698794),3 slight,1,Monday,3 dual cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,1 zebra,2 dark,1 fine,2 road-wet,0 none,0 none,2019,12,17,1701.0,19.65492135635678
224,226,-0.144371,51.527629,POINT (528821.7548382183 182600.3504997872),3 slight,1,Monday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,4 pelican or similar,2 dark,1 fine,1 road-dry,0 none,0 none,2018,11,17,907.0,9.27938920773386
226,228,-0.143859,51.54021,POINT (528821.7750960983 184000.3101000987),3 slight,2,Sunday,2 one-way st,1 <= 20 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,4,13,601.0,17.845886435333966
227,229,-0.126924,51.523826,POINT (530042.7838805942 182208.2791206884),3 slight,1,Saturday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,1 zebra,1 daylight,8 other,1 road-dry,0 none,0 none,2019,3,14,279.0,3.2728300853592662
228,230,-0.127178,51.517284,POINT (530043.7830814336 181480.3339288522),3 slight,1,Tuesday,2 one-way st,1 <= 20 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,3,11,750.0,7.710400209851765
229,231,-0.130636,51.527168,POINT (529775.7867067335 182573.3370285354),3 slight,1,Thursday,6 single cwy,2 30 mph,6 crossroads,2 auto sig,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,9,8,312.0,7.105151952954052
230,232,-0.138101,51.521225,POINT (529274.791876603 181899.2495552441),3 slight,1,Monday,6 single cwy,2 30 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,6,19,837.0,14.961955495044737
232,234,-0.118031,51.52658,POINT (530651.8160738542 182530.3631362409),2 serious,1,Thursday,6 single cwy,1 <= 20 mph,6 crossroads,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2017,11,16,207.0,1.5887469738308322
233,235,-0.159577,51.543785,POINT (527721.8001393479 184370.327971647),3 slight,1,Friday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,9 unknown,1 road-dry,0 none,0 none,2016,7,14,988.0,2.679492451874667
237,239,-0.11873,51.520116,POINT (530621.8102647893 181810.2964205548),3 slight,1,Friday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,8 central refuge,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,4,17,1830.0,7.218275020726026
238,240,-0.128827,51.52418,POINT (529909.7656133058 182244.2676824482),2 serious,1,Friday,6 single cwy,1 <= 20 mph,6 crossroads,2 auto sig,5 pedn phase at ats,2 dark,2 raining,2 road-wet,0 none,0 none,2019,1,4,792.0,12.450813425032063
239,241,-0.137629,51.540921,POINT (529251.7843733041 184090.3560950192),3 slight,1,Thursday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,4,18,476.0,5.388402566349547
240,242,-0.137083,51.533089,POINT (529311.8242543656 183220.3699504469),3 slight,1,Wednesday,6 single cwy,1 <= 20 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,10,11,432.0,3.186380539533369
242,245,-0.138352,51.534512,POINT (529219.7845921179 183376.3729918377),3 slight,1,Monday,6 single cwy,1 <= 20 mph,3 t/stag jun,9 unknown (s/r),0 no xing facility in 50m,1 daylight,1 fine,2 road-wet,0 none,0 none,2019,9,20,487.0,15.58248721172798
247,251,-0.193579,51.555554,POINT (525331.7697526178 185620.3320309237),3 slight,1,Tuesday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,4 pelican or similar,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,11,14,1554.0,5.672643766920038
248,252,-0.119754,51.516265,POINT (530561.7729053271 181380.2258916643),3 slight,1,Friday,3 dual cwy,2 30 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,7,18,195.0,16.632435913973147
249,253,-0.154432,51.554037,POINT (528049.79034905 185519.384601604),3 slight,1,Saturday,6 single cwy,1 <= 20 mph,3 t/stag jun,9 unknown (s/r),1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,8,13,1533.0,0.4380318648989005
250,254,-0.119765,51.516679,POINT (530559.8268189424 181426.2445144585),3 slight,1,Friday,9 unknown,2 30 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,9,12,197.0,5.509241672812234
251,255,-0.194567,51.556109,POINT (525261.7555797654 185680.3598247285),3 slight,1,Wednesday,3 dual cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,2 road-wet,0 none,0 none,2015,4,14,1558.0,12.139939768133003
252,256,-0.116658,51.517924,POINT (530771.830522152 181570.2360683674),3 slight,1,Wednesday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,4 pelican or similar,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,8,14,145.0,11.270270746739302
253,257,-0.12966,51.527755,POINT (529841.8185172821 182640.3437626956),3 slight,5,Monday,3 dual cwy,3 40 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,6,10,316.0,2.96651793834495
254,258,-0.197456,51.541406,POINT (525101.7761099101 184040.3716180289),2 serious,1,Friday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,7,9,1748.0,4.240206062318803
255,259,-0.12608,51.516637,POINT (530121.8049450493 181410.3354215928),3 slight,1,Tuesday,2 one-way st,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,2 raining,2 road-wet,0 none,0 none,2018,11,12,242.0,11.692319100642655
256,260,-0.178393,51.545697,POINT (526411.7992224984 184550.2947943955),3 slight,1,Saturday,3 dual cwy,3 40 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,1 daylight,9 unknown,1 road-dry,0 none,0 none,2016,6,18,1183.0,6.152735379721054
258,262,-0.146645,51.556801,POINT (528581.8315924061 185840.4039406811),3 slight,4,Monday,6 single cwy,2 30 mph,9 other jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,6,14,1442.0,6.457708740525504
259,263,-0.187133,51.539898,POINT (525821.7706420767 183890.3632752639),3 slight,1,Tuesday,6 single cwy,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,9 unknown,2 road-wet,0 none,0 none,2015,3,16,1638.0,14.065146914628906
260,264,-0.189769,51.535262,POINT (525651.7300683695 183370.2913245736),3 slight,1,Saturday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,2 road-wet,0 none,0 none,2017,4,0,1701.0,8.573694093905974
262,266,-0.113193,51.521556,POINT (531001.814945978 181980.3196342942),2 serious,1,Friday,6 single cwy,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,2,15,124.0,9.816440955386026
265,269,-0.138127,51.525192,POINT (529261.7632620538 182340.3492783639),2 serious,1,Tuesday,7 slip rd,2 30 mph,5 slip road,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,5,8,833.0,10.574153343012336
267,271,-0.182207,51.551332,POINT (526131.7737936684 185170.3558703377),3 slight,1,Thursday,6 single cwy,2 30 mph,0 no jun in 20m,-2 not applicable,9 unknown (s/r),2 dark,1 fine,2 road-wet,0 none,0 none,2018,11,18,1635.0,6.279232459250709
270,274,-0.128852,51.533407,POINT (529881.7907820767 183270.3007903772),3 slight,1,Thursday,6 single cwy,1 <= 20 mph,3 t/stag jun,1 auth person,1 zebra,2 dark,1 fine,2 road-wet,0 none,0 none,2018,6,19,67.0,13.979332433161382
271,275,-0.126895,51.523817,POINT (530044.8212375892 182207.3297849553),3 slight,1,Wednesday,3 dual cwy,2 30 mph,3 t/stag jun,9 unknown (s/r),8 central refuge,1 daylight,9 unknown,9 unknown (s/r),9 unknown (s/r),9 unknown (s/r),2017,3,18,279.0,5.511295698539716
274,278,-0.125711,51.525623,POINT (530121.8112106329 182410.2668377907),3 slight,1,Monday,2 one-way st,1 <= 20 mph,6 crossroads,2 auto sig,4 pelican or similar,2 dark,1 fine,1 road-dry,0 none,0 none,2018,3,7,291.0,12.917789345825208
276,280,-0.176627,51.541542,POINT (526545.765993244 184091.2898620824),3 slight,1,Sunday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,10,17,1238.0,7.849012878012982
277,281,-0.122292,51.530596,POINT (530344.7864805657 182969.363522152),3 slight,1,Friday,2 one-way st,2 30 mph,7 multi jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,5,17,62.0,18.50865223989018
278,282,-0.170722,51.539193,POINT (526961.7723842502 183840.2928113887),3 slight,1,Wednesday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,8 central refuge,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,6,8,1163.0,3.3006689883934417
280,284,-0.139241,51.540632,POINT (529140.8187473222 184055.373563821),3 slight,1,Thursday,3 dual cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2019,5,16,467.0,19.95131342070879
282,286,-0.138688,51.536172,POINT (529191.7851568419 183560.3788087242),3 slight,1,Tuesday,2 one-way st,1 <= 20 mph,6 crossroads,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,2 raining,2 road-wet,0 none,0 none,2015,11,17,493.0,1.6353650159608195
283,287,-0.128965,51.516593,POINT (529921.7653500644 181400.3207368867),3 slight,1,Friday,2 one-way st,2 30 mph,3 t/stag jun,2 auto sig,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2017,3,1,334.0,2.068191800137997
284,288,-0.1825,51.554466,POINT (526102.8004366218 185518.367462768),3 slight,1,Sunday,3 dual cwy,1 <= 20 mph,7 multi jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,2,14,1487.0,13.298808870180885
285,289,-0.138686,51.536225,POINT (529191.7739107932 183566.2761530699),3 slight,1,Sunday,2 one-way st,1 <= 20 mph,6 crossroads,3 stop sign,1 zebra,2 dark,1 fine,1 road-dry,0 none,2 other object in cwy,2019,3,21,493.0,4.282125804586738
286,290,-0.121223,51.519077,POINT (530451.8228206456 181690.3124159684),3 slight,1,Sunday,6 single cwy,1 <= 20 mph,7 multi jun,2 auto sig,8 central refuge,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,11,9,258.0,14.560677911150462
288,293,-0.139957,51.540418,POINT (529091.7729533584 184030.3132097211),3 slight,1,Sunday,6 single cwy,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,2,5,466.0,8.967723350620934
292,297,-0.133753,51.526381,POINT (529561.8075759145 182480.3002984111),3 slight,1,Tuesday,3 dual cwy,2 30 mph,6 crossroads,2 auto sig,4 pelican or similar,2 dark,1 fine,2 road-wet,0 none,0 none,2017,12,16,812.0,8.828137773937863
294,300,-0.189787,51.535173,POINT (525650.7265881528 183360.3632127772),3 slight,1,Tuesday,3 dual cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,1 zebra,2 dark,2 raining,2 road-wet,0 none,0 none,2019,5,21,1701.0,15.205556679645438
296,302,-0.17859,51.55883,POINT (526361.7723365157 186010.4086615279),3 slight,2,Saturday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,1 zebra,2 dark,1 fine,1 road-dry,0 none,0 none,2016,1,2,1393.0,10.411151015302098
297,303,-0.138686,51.536217,POINT (529191.7965446399 183565.3865205411),3 slight,1,Thursday,2 one-way st,1 <= 20 mph,6 crossroads,2 auto sig,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,5,14,493.0,3.392626631218295
300,306,-0.13996,51.540328,POINT (529091.8193891875 184020.299546258),3 slight,1,Sunday,9 unknown,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,9 unknown,1 road-dry,0 none,9 unknown (s/r),2017,11,7,466.0,18.827162124767376
301,307,-0.145958,51.541772,POINT (528671.816651602 184170.3201168477),3 slight,1,Wednesday,6 single cwy,2 30 mph,6 crossroads,4 give way/uncontrolled,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,5,17,683.0,5.4433726792181085
303,309,-0.134736,51.544652,POINT (529441.8182527202 184510.3698363183),3 slight,1,Tuesday,2 one-way st,3 40 mph,3 t/stag jun,9 unknown (s/r),9 unknown (s/r),1 daylight,1 fine,1 road-dry,0 none,0 none,2018,6,8,410.0,17.723676661395952
308,314,-0.15467,51.543888,POINT (528061.7633297518 184390.3537292056),3 slight,2,Thursday,6 single cwy,1 <= 20 mph,7 multi jun,4 give way/uncontrolled,1 zebra,2 dark,1 fine,1 road-dry,0 none,0 none,2018,11,18,949.0,17.050596124002315
309,315,-0.19299,51.552218,POINT (525381.7658003086 185250.3602998333),3 slight,1,Saturday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,8,18,1753.0,2.0522830007253208
310,316,-0.149587,51.550786,POINT (528394.8136140349 185166.3449746863),3 slight,1,Friday,6 single cwy,1 <= 20 mph,6 crossroads,9 unknown (s/r),9 unknown (s/r),1 daylight,1 fine,1 road-dry,9 unknown (s/r),0 none,2019,8,9,704.0,8.854639886235692
324,332,-0.133637,51.526406,POINT (529569.7831671145 182483.2856329634),3 slight,1,Saturday,3 dual cwy,1 <= 20 mph,6 crossroads,2 auto sig,0 no xing facility in 50m,2 dark,2 raining,2 road-wet,0 none,0 none,2018,3,20,812.0,6.900922067369683
327,335,-0.127761,51.517832,POINT (530001.7753126165 181540.2384762822),3 slight,1,Saturday,2 one-way st,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,2,10,758.0,9.252576060287206
330,338,-0.119654,51.518692,POINT (530561.7760986713 181650.2949967028),3 slight,1,Friday,3 dual cwy,2 30 mph,9 other jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,6,16,176.0,12.682958571546024
334,342,-0.119015,51.528232,POINT (530578.8372208641 182712.316389726),3 slight,1,Friday,2 one-way st,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,5,14,14.0,9.199947670755751
337,345,-0.141035,51.549338,POINT (528991.81097683 185020.3549620321),3 slight,2,Sunday,6 single cwy,1 <= 20 mph,0 no jun in 20m,-2 not applicable,9 unknown (s/r),2 dark,1 fine,1 road-dry,0 none,0 none,2018,6,22,584.0,18.485033233325876
338,346,-0.161549,51.541388,POINT (527591.7602121714 184100.3324698294),3 slight,1,Tuesday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2017,6,20,1025.0,7.413897905481475
339,347,-0.179374,51.541738,POINT (526354.7362798327 184108.3417501993),3 slight,2,Thursday,6 single cwy,1 <= 20 mph,1 roundabout,4 give way/uncontrolled,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,1,15,1644.0,7.67403503112164
340,348,-0.119085,51.515364,POINT (530610.7645038238 181281.2244125837),3 slight,1,Friday,3 dual cwy,2 30 mph,9 other jun,2 auto sig,4 pelican or similar,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,1,12,190.0,11.260476355231969
341,349,-0.194418,51.556224,POINT (525271.7688156602 185693.4033932145),3 slight,1,Tuesday,3 dual cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,2 road-wet,0 none,0 none,2019,7,23,1558.0,6.808767232843854
343,351,-0.106297,51.520995,POINT (531481.8293645885 181930.2928065409),3 slight,1,Wednesday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,4 roadworks,0 none,2016,6,12,78.0,16.7080648108399
347,355,-0.112403,51.519745,POINT (531061.8150611421 181780.3436950333),3 slight,1,Friday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,3,13,88.0,19.503174895930062
349,357,-0.120278,51.517533,POINT (530521.7949228052 181520.2979074445),3 slight,1,Friday,6 single cwy,1 <= 20 mph,7 multi jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,2,7,201.0,15.200827064221809
351,359,-0.176397,51.54153,POINT (526561.7483169823 184090.3529547891),3 slight,1,Wednesday,2 one-way st,2 30 mph,0 no jun in 20m,-2 not applicable,9 unknown (s/r),1 daylight,1 fine,1 road-dry,9 unknown (s/r),0 none,2018,12,7,1238.0,17.753949221922536
353,361,-0.130946,51.527344,POINT (529753.7835433339 182592.3595641374),3 slight,1,Tuesday,2 one-way st,1 <= 20 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,10,17,817.0,5.808076289025109
354,362,-0.12425,51.529961,POINT (530210.7901254051 182895.2656014209),3 slight,1,Tuesday,6 single cwy,1 <= 20 mph,99 unknown (s/r),2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,7,8,47.0,19.838437418461808
