,index,Longitude,Latitude,geometry,Severity,Number Of Casualties,Day,Road Type,Speed Limit,Junction Detail,Junction Control,Pedestrian Crossing,Light Condition Band,Weather,Road Surface,Special Conditions,Carriage Way Hazard,Year,Month,Hour
998,1052,-0.187425,51.539812,POINT (525801.7584653336 183880.2979222406),3 slight,2,Saturday,6 single cwy,2 30 mph,6 crossroads,2 auto sig,4 pelican or similar,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,5,20
999,1053,-0.133543,51.545613,POINT (529521.8124900018 184619.3469817289),3 slight,1,Friday,6 single cwy,2 30 mph,7 multi jun,2 auto sig,4 pelican or similar,2 dark,1 fine,1 road-dry,0 none,0 none,2019,6,0
1000,1054,-0.129125,51.533771,POINT (529861.8215841643 183310.2947939955),3 slight,1,Wednesday,6 single cwy,3 40 mph,0 no jun in 20m,-2 not applicable,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,7,8
1001,1056,-0.194115,51.538387,POINT (525341.7421374078 183710.3577695469),3 slight,1,Thursday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,4 pelican or similar,2 dark,1 fine,1 road-dry,0 none,0 none,2015,9,23
1002,1057,-0.135487,51.521705,POINT (529454.7761689033 181957.2448235975),2 serious,1,Tuesday,6 single cwy,1 <= 20 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,8,7
1003,1058,-0.145671,51.54175,POINT (528691.7801396711 184168.3780503412),3 slight,1,Tuesday,6 single cwy,2 30 mph,0 no jun in 20m,-2 not applicable,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,9 unknown (s/r),0 none,2019,11,20
1004,1059,-0.133395,51.54571,POINT (529531.7991376407 184630.3956321107),3 slight,1,Tuesday,3 dual cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,5,13
1005,1061,-0.123676,51.515519,POINT (530291.7849420416 181290.2837398893),3 slight,1,Saturday,2 one-way st,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,2 raining,2 road-wet,0 none,0 none,2015,6,19
1006,1062,-0.17937,51.546522,POINT (526341.7731659035 184640.352294814),3 slight,1,Wednesday,3 dual cwy,6 70 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,6,15
1007,1063,-0.13109,51.52311,POINT (529755.8210189061 182121.2676571854),3 slight,1,Wednesday,2 one-way st,2 30 mph,0 no jun in 20m,-2 not applicable,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,7,17
1008,1066,-0.175752,51.539631,POINT (526611.7410104162 183880.2904326821),3 slight,1,Thursday,6 single cwy,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,9,14
1009,1069,-0.133727,51.523503,POINT (529571.7740447792 182160.3017536976),3 slight,1,Wednesday,2 one-way st,1 <= 20 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,6,20
1010,1071,-0.205887,51.550707,POINT (524491.7679639658 185060.3193523047),3 slight,2,Friday,6 single cwy,1 <= 20 mph,6 crossroads,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,10,15
1011,1072,-0.125852,51.522892,POINT (530119.8090266031 182106.3190588497),3 slight,1,Thursday,6 single cwy,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,2 dark,3 snowing,2 road-wet,0 none,0 none,2017,12,16
1012,1073,-0.141503,51.544939,POINT (528971.7926451535 184530.3427598891),3 slight,1,Monday,6 single cwy,1 <= 20 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,5,10
1013,1074,-0.172026,51.554501,POINT (526828.8035863059 185540.3543172404),3 slight,1,Friday,6 single cwy,1 <= 20 mph,6 crossroads,4 give way/uncontrolled,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,11,15
1014,1075,-0.139816,51.540326,POINT (529101.8107617632 184020.3310427614),2 serious,1,Thursday,6 single cwy,1 <= 20 mph,6 crossroads,2 auto sig,5 pedn phase at ats,2 dark,5 raining/high winds,2 road-wet,0 none,0 none,2016,7,7
1015,1076,-0.138023,51.538319,POINT (529231.8273374374 183800.3075089123),3 slight,1,Thursday,6 single cwy,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,2 dark,1 fine,2 road-wet,0 none,0 none,2017,2,18
1016,1077,-0.11989,51.516448,POINT (530551.8141624541 181400.3336902669),3 slight,1,Wednesday,3 dual cwy,1 <= 20 mph,3 t/stag jun,2 auto sig,4 pelican or similar,2 dark,1 fine,1 road-dry,0 none,0 none,2017,6,22
1017,1078,-0.148239,51.535333,POINT (528531.7694353063 183450.2697280729),3 slight,1,Thursday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,4 pelican or similar,2 dark,1 fine,1 road-dry,0 none,0 none,2015,8,2
1018,1079,-0.130258,51.52021,POINT (529821.778253042 181800.2514152522),3 slight,1,Thursday,2 one-way st,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,9,13
1019,1080,-0.183586,51.561263,POINT (526008.7426168814 186272.3581174092),3 slight,1,Sunday,6 single cwy,1 <= 20 mph,6 crossroads,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2019,2,21
1020,1081,-0.137112,51.533089,POINT (529309.812923291 183220.3187370962),2 serious,1,Saturday,6 single cwy,1 <= 20 mph,6 crossroads,2 auto sig,4 pelican or similar,2 dark,1 fine,1 road-dry,0 none,0 none,2019,2,18
1021,1082,-0.137849,51.52141,POINT (529291.7506649048 181920.2671173409),3 slight,1,Monday,2 one-way st,1 <= 20 mph,6 crossroads,9 unknown (s/r),1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,5,9
1022,1083,-0.135943,51.522189,POINT (529421.7707403788 182010.2614971318),3 slight,1,Monday,6 single cwy,1 <= 20 mph,3 t/stag jun,2 auto sig,4 pelican or similar,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,5,13
1023,1084,-0.141241,51.537201,POINT (529011.8232732514 183670.3063522068),3 slight,1,Saturday,2 one-way st,2 30 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,7,14
1024,1085,-0.180195,51.547524,POINT (526281.7987606047 184750.3561656637),3 slight,2,Saturday,3 dual cwy,3 40 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,6,19
1025,1086,-0.175491,51.547586,POINT (526607.7769673194 184765.3752719671),3 slight,1,Wednesday,3 dual cwy,2 30 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,2,14
1026,1087,-0.137122,51.525086,POINT (529331.778465676 182330.3360878227),3 slight,1,Monday,2 one-way st,1 <= 20 mph,0 no jun in 20m,-2 not applicable,4 pelican or similar,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,3,9
1027,1088,-0.135555,51.520744,POINT (529452.7816624813 181850.2578055952),3 slight,1,Friday,2 one-way st,1 <= 20 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2018,10,20
1028,1090,-0.114161,51.522561,POINT (530931.7810334862 182090.3479935818),3 slight,1,Tuesday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,1 zebra,2 dark,2 raining,2 road-wet,0 none,0 none,2015,12,18
1029,1091,-0.104576,51.518719,POINT (531607.7785297873 181680.2853341949),3 slight,1,Thursday,6 single cwy,1 <= 20 mph,0 no jun in 20m,-2 not applicable,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,4,12
1030,1092,-0.139197,51.534291,POINT (529161.8054544871 183350.3060085398),1 fatal,1,Saturday,6 single cwy,2 30 mph,5 slip road,4 give way/uncontrolled,5 pedn phase at ats,2 dark,1 fine,1 road-dry,0 none,0 none,2016,11,1
1031,1093,-0.171839,51.554498,POINT (526841.7755093386 185540.3447056061),3 slight,1,Monday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,8,18
1032,1094,-0.181196,51.5586,POINT (526181.7670766874 185980.3360820395),3 slight,1,Wednesday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,6,10
1033,1095,-0.122438,51.531596,POINT (530331.8061963292 183080.3073906755),3 slight,1,Friday,9 unknown,2 30 mph,3 t/stag jun,9 unknown (s/r),9 unknown (s/r),2 dark,9 unknown,9 unknown (s/r),9 unknown (s/r),9 unknown (s/r),2017,2,18
1034,1096,-0.118556,51.52434,POINT (530621.8040290526 182280.3305317424),3 slight,1,Wednesday,6 single cwy,1 <= 20 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,4,10
1035,1097,-0.164814,51.535864,POINT (527380.7622098832 183480.354185854),3 slight,1,Tuesday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,2 raining,2 road-wet,0 none,0 none,2019,9,7
1036,1098,-0.172293,51.543175,POINT (526841.7646022503 184280.3866884065),3 slight,2,Thursday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,1 zebra,2 dark,1 fine,1 road-dry,0 none,0 none,2016,7,16
1037,1099,-0.125881,51.542532,POINT (530061.851403357 184290.310629179),3 slight,1,Thursday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,10,15
1038,1100,-0.128083,51.51701,POINT (529981.7734246083 181448.2576042274),3 slight,1,Thursday,2 one-way st,1 <= 20 mph,6 crossroads,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,2 raining,2 road-wet,0 none,0 none,2019,4,10
1039,1102,-0.136792,51.536681,POINT (529321.8341669781 183620.3287215737),3 slight,1,Sunday,6 single cwy,1 <= 20 mph,3 t/stag jun,9 unknown (s/r),1 zebra,1 daylight,1 fine,1 road-dry,9 unknown (s/r),9 unknown (s/r),2017,4,18
1040,1103,-0.133465,51.544002,POINT (529531.7920225305 184440.3351127913),3 slight,1,Wednesday,2 one-way st,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2018,7,22
1041,1104,-0.122871,51.515119,POINT (530348.779107306 181247.2347166999),3 slight,1,Tuesday,2 one-way st,1 <= 20 mph,0 no jun in 20m,-2 not applicable,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,2,12
1042,1105,-0.124924,51.530737,POINT (530161.829341933 182980.3614292261),3 slight,1,Tuesday,6 single cwy,2 30 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,2 raining,2 road-wet,0 none,0 none,2016,3,17
1043,1106,-0.146836,51.542883,POINT (528607.8036206415 184292.3254035402),3 slight,1,Sunday,6 single cwy,1 <= 20 mph,0 no jun in 20m,-2 not applicable,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,11,12
1044,1107,-0.153625,51.551875,POINT (528111.8043418167 185280.3722783685),3 slight,1,Monday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,8,15
1045,1109,-0.137066,51.522927,POINT (529341.7756787572 182090.3459100885),3 slight,1,Thursday,2 one-way st,1 <= 20 mph,3 t/stag jun,2 auto sig,4 pelican or similar,2 dark,1 fine,1 road-dry,0 none,0 none,2017,12,21
1046,1110,-0.138689,51.529085,POINT (529211.7655218313 182772.2742608281),3 slight,1,Monday,6 single cwy,2 30 mph,9 other jun,2 auto sig,4 pelican or similar,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,8,6
1047,1111,-0.132275,51.518462,POINT (529686.8086739599 181602.29386719),3 slight,1,Saturday,2 one-way st,1 <= 20 mph,3 t/stag jun,2 auto sig,4 pelican or similar,2 dark,1 fine,1 road-dry,4 roadworks,0 none,2019,3,14
1048,1112,-0.193978,51.538205,POINT (525351.7425365022 183690.353010427),3 slight,2,Monday,6 single cwy,2 30 mph,3 t/stag jun,2 auto sig,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2017,11,0
1049,1114,-0.122216,51.533481,POINT (530341.823715539 183290.3216558723),3 slight,2,Sunday,6 single cwy,1 <= 20 mph,7 multi jun,2 auto sig,5 pedn phase at ats,2 dark,1 fine,1 road-dry,0 none,0 none,2018,9,20
1050,1115,-0.15344,51.554318,POINT (528117.7713751008 185552.3688013773),3 slight,1,Monday,6 single cwy,2 30 mph,9 other jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,9,11
1051,1116,-0.173651,51.541667,POINT (526751.7858765962 184110.3382569444),3 slight,1,Sunday,6 single cwy,1 <= 20 mph,7 multi jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,12,11
1052,1117,-0.130975,51.527326,POINT (529751.8230913525 182590.3065111053),3 slight,1,Thursday,3 dual cwy,3 40 mph,6 crossroads,2 auto sig,5 pedn phase at ats,2 dark,1 fine,1 road-dry,0 none,0 none,2015,4,0
1053,1118,-0.13977,51.523779,POINT (529151.7859103481 182180.3193931339),3 slight,1,Saturday,2 one-way st,1 <= 20 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,2 raining,2 road-wet,0 none,0 none,2016,10,12
1054,1119,-0.192259,51.537549,POINT (525472.7559530269 183620.3468821033),3 slight,3,Thursday,6 single cwy,1 <= 20 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,2 raining,2 road-wet,0 none,0 none,2017,8,8
1055,1120,-0.125755,51.522809,POINT (530126.7744909576 182097.2615087427),2 serious,1,Thursday,6 single cwy,1 <= 20 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,11,10
1056,1121,-0.126835,51.533375,POINT (530021.7722930739 183270.3219401152),3 slight,1,Tuesday,6 single cwy,2 30 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,10,16
1057,1122,-0.175024,51.543046,POINT (526652.7515925433 184261.3134917158),3 slight,1,Monday,7 slip rd,2 30 mph,0 no jun in 20m,-2 not applicable,9 unknown (s/r),2 dark,1 fine,1 road-dry,9 unknown (s/r),9 unknown (s/r),2019,2,13
1058,1123,-0.120185,51.523287,POINT (530511.8095776548 182160.3287770394),3 slight,1,Monday,6 single cwy,2 30 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,7,15
1059,1124,-0.142248,51.540814,POINT (528931.7849561082 184070.3131568315),2 serious,1,Thursday,6 single cwy,1 <= 20 mph,99 unknown (s/r),9 unknown (s/r),0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2018,12,0
1060,1125,-0.179419,51.559742,POINT (526301.7835901714 186110.3969087305),3 slight,2,Saturday,6 single cwy,1 <= 20 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,2 raining,2 road-wet,0 none,0 none,2017,7,16
1061,1126,-0.137411,51.540944,POINT (529266.8363172337 184093.2986614411),3 slight,1,Monday,2 one-way st,1 <= 20 mph,3 t/stag jun,3 stop sign,9 unknown (s/r),1 daylight,1 fine,1 road-dry,0 none,0 none,2018,10,18
1062,1127,-0.128569,51.515687,POINT (529951.8168256641 181300.2728435557),3 slight,1,Thursday,2 one-way st,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,12,13
1063,1128,-0.126107,51.544065,POINT (530041.813186958 184460.3849119136),3 slight,1,Wednesday,6 single cwy,1 <= 20 mph,0 no jun in 20m,-2 not applicable,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,4,11
1064,1129,-0.144076,51.538415,POINT (528811.7911018434 183800.316787591),3 slight,1,Sunday,9 unknown,1 <= 20 mph,0 no jun in 20m,-2 not applicable,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,11,15
1065,1130,-0.135115,51.521277,POINT (529481.7961107012 181910.3072505193),3 slight,1,Monday,6 single cwy,2 30 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,4,8
1066,1131,-0.146868,51.56764,POINT (528535.8308987567 187045.3591976297),3 slight,1,Monday,3 dual cwy,1 <= 20 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,2 dark,1 fine,2 road-wet,0 none,0 none,2019,10,17
1067,1132,-0.14256,51.536683,POINT (528921.8130845977 183610.3793725821),3 slight,1,Saturday,2 one-way st,1 <= 20 mph,6 crossroads,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,2 raining,2 road-wet,0 none,0 none,2018,12,19
1068,1134,-0.12097,51.530476,POINT (530436.8229790252 182958.3731408723),3 slight,1,Tuesday,2 one-way st,1 <= 20 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,1 daylight,4 fine/high winds,2 road-wet,0 none,0 none,2019,12,18
1069,1135,-0.14999,51.543338,POINT (528387.8210936924 184337.3877766746),3 slight,1,Saturday,6 single cwy,1 <= 20 mph,9 other jun,2 auto sig,8 central refuge,2 dark,1 fine,1 road-dry,0 none,0 none,2019,1,1
1070,1136,-0.16174,51.55452,POINT (527541.8164990682 185560.3383563418),3 slight,1,Sunday,6 single cwy,2 30 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2015,3,3
1071,1137,-0.193184,51.555323,POINT (525359.7867423629 185595.3199894125),3 slight,1,Sunday,3 dual cwy,2 30 mph,0 no jun in 20m,-2 not applicable,9 unknown (s/r),1 daylight,1 fine,1 road-dry,4 roadworks,0 none,2018,10,11
1072,1138,-0.148594,51.55854,POINT (528441.8310914877 186030.3669112518),3 slight,2,Tuesday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,4 pelican or similar,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,12,13
1073,1139,-0.154067,51.537404,POINT (528121.7695103588 183670.3595732255),3 slight,1,Monday,6 single cwy,2 30 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,10,16
1074,1140,-0.13369,51.545535,POINT (529511.8412286389 184610.4129998288),3 slight,1,Tuesday,6 single cwy,1 <= 20 mph,7 multi jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2018,8,20
1075,1141,-0.13809,51.55082,POINT (529191.7973140135 185190.3529638852),3 slight,1,Sunday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2015,1,19
1076,1142,-0.195931,51.558108,POINT (525161.717534879 185900.3259506143),3 slight,2,Wednesday,3 dual cwy,2 30 mph,0 no jun in 20m,-2 not applicable,4 pelican or similar,2 dark,2 raining,2 road-wet,0 none,0 none,2018,12,4
1077,1143,-0.128689,51.52684,POINT (529911.773571674 182540.3144475874),3 slight,1,Thursday,6 single cwy,1 <= 20 mph,3 t/stag jun,1 auth person,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2018,11,21
1078,1144,-0.134049,51.526206,POINT (529541.7713969451 182460.3159728419),3 slight,1,Sunday,3 dual cwy,2 30 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,3,19
1079,1145,-0.159947,51.547487,POINT (527685.7888050803 184781.3617337747),3 slight,1,Sunday,6 single cwy,1 <= 20 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,2 road-wet,0 none,0 none,2019,10,10
1080,1146,-0.170354,51.555554,POINT (526941.784037263 185660.3511535517),3 slight,1,Friday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,9 unknown,1 road-dry,0 none,0 none,2016,9,13
1081,1147,-0.140625,51.548792,POINT (529021.7803447332 184960.3599114776),3 slight,1,Monday,2 one-way st,1 <= 20 mph,6 crossroads,9 unknown (s/r),9 unknown (s/r),1 daylight,2 raining,2 road-wet,0 none,0 none,2017,11,11
1082,1148,-0.159619,51.543822,POINT (527718.784337483 184374.3692695149),2 serious,1,Sunday,6 single cwy,1 <= 20 mph,9 other jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2019,10,21
1083,1149,-0.117127,51.52054,POINT (530731.8064485362 181860.3070072587),3 slight,1,Saturday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,4 pelican or similar,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,1,13
1084,1150,-0.17599,51.551685,POINT (526561.81244378 185220.3410055373),3 slight,1,Sunday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,8,17
1085,1151,-0.179959,51.546945,POINT (526299.763768096 184686.3756677512),3 slight,1,Monday,2 one-way st,2 30 mph,3 t/stag jun,9 unknown (s/r),5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,3,13
1086,1152,-0.120422,51.517535,POINT (530511.7985261159 181520.2636939219),3 slight,1,Wednesday,6 single cwy,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,2 dark,1 fine,1 road-dry,0 none,0 none,2015,11,23
1087,1153,-0.125046,51.524264,POINT (530171.8130999072 182260.3228761576),3 slight,1,Saturday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,8,15
1088,1156,-0.187504,51.540002,POINT (525795.7566212351 183901.2911064293),3 slight,1,Saturday,6 single cwy,2 30 mph,6 crossroads,2 auto sig,4 pelican or similar,2 dark,1 fine,1 road-dry,0 none,0 none,2019,7,19
1089,1157,-0.19648,51.540581,POINT (525171.7177181576 183950.2955841676),3 slight,1,Friday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,4 pelican or similar,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,8,14
1090,1158,-0.122162,51.517293,POINT (530391.7683234276 181490.2531685872),3 slight,1,Thursday,2 one-way st,2 30 mph,3 t/stag jun,2 auto sig,0 no xing facility in 50m,2 dark,4 fine/high winds,1 road-dry,4 roadworks,0 none,2017,2,20
1091,1159,-0.126327,51.545022,POINT (530023.8326263319 184566.4164193121),2 serious,1,Monday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2017,4,19
